Mag,Lat,Long,Depth,Region,Status,CloserCity
4.30113185,0.05° S,80.41° W,10,Near Coast of Ecuador,M,nas
5.08396486,0.37° N,80.85° W,8.35934734,Near Coast of Ecuador,M,nas
4.27505501,0.03° S,80.31° W,9.22354412,Near Coast of Ecuador,M,nas
3.96325157,0.39° N,80.31° W,6.73099136,Near Coast of Ecuador,M,nas
3.60040634,0.25° S,80.53° W,9.60727119,Near Coast of Ecuador,M,nas
4.75226476,0.12° S,80.53° W,10,Near Coast of Ecuador,M,nas
4.15524449,0.54° N,80.87° W,6.39978886,Ecuador - Esmeraldas,M,nas
4.04246992,0.45° S,80.05° W,8.43670845,Ecuador - Manabi,M,nas
4.02964052,0.1° S,80.38° W,5.35845661,Ecuador - Manabi,M,nas
3.69138172,0.5° S,80.44° W,7.73589849,Ecuador - Manabi,M,nas
3.60388613,0.61° N,80.26° W,6.70734119,Ecuador - Esmeraldas,M,nas
3.52620419,0.43° S,79.78° W,9.35428715,Ecuador - Manabi,M,nas
3.5248609,0.02° N,79.64° W,5,Near Coast of Ecuador,M,nas
3.53979873,0.29° N,80.75° W,12.42844296,Near Coast of Ecuador,M,nas
4.09537129,0.15° S,80.6° W,5.41064167,Near Coast of Ecuador,M,nas
4.81797698,0.35° N,80.59° W,5.45933008,Near Coast of Ecuador,M,nas
3.91169544,0.22° S,80.46° W,6.91969347,Near Coast of Ecuador,M,nas
4.40821407,0.14° S,80.7° W,7.05759096,Near Coast of Ecuador,M,nas
3.83005889,0.07° S,80.81° W,11.27045441,Near Coast of Ecuador,M,nas
3.71312172,0.03° S,80.37° W,6.55678606,Near Coast of Ecuador,M,nas
3.76418681,0.16° S,80.35° W,6.49831104,Near Coast of Ecuador,M,nas
3.63660338,0.15° S,80.46° W,3.49831605,Ecuador - Manabi,M,nas
3.786524,0.23° S,80.35° W,9.37376213,Ecuador - Manabi,M,nas
3.8316757,0.3° S,80.33° W,8.65192509,Ecuador - Manabi,M,nas
6.07459352,0.4° S,80.17° W,7.94252729,Ecuador - Manabi,M,nas
3.59209791,0.23° N,80.4° W,5.21173334,Ecuador - Esmeraldas,M,nas
4.33355227,0.06° N,80° W,10,Near Coast of Ecuador,M,nas
3.5154273,0.02° S,80.94° W,6.05619574,Near Coast of Ecuador,M,nas
4.18034742,0.46° S,80.2° W,6.70803785,Ecuador - Manabi,M,nas
4.44176992,1.5° N,80.34° W,5,Near Coast of Ecuador,M,nas
3.76653576,0.65° N,80.86° W,5,Near Coast of Ecuador,M,nas
3.71092678,0.56° N,80.07° W,0.37837979,Near Coast of Ecuador,M,nas
3.74746672,0.14° S,79.86° W,5,Ecuador - Manabi,M,nas
4.23452694,0.19° S,80.29° W,6.48033762,Near Coast of Ecuador,M,nas
3.75906068,0.25° N,80.58° W,7.32667589,Ecuador - Manabi,M,nas
4.47807822,0.16° S,79.87° W,10.90612793,Near Coast of Ecuador,M,nas
4.08907292,0.59° N,80.58° W,5.09526491,Ecuador - Esmeraldas,M,nas
5.67335769,0.12° S,80.13° W,6.74551058,Near Coast of Ecuador,M,nas
3.73539163,0.18° S,80.8° W,15.01320744,Ecuador - Manabi,M,nas
3.81475223,0.19° S,80.25° W,13.46090794,Ecuador - Manabi,M,nas
4.83648113,0.39° N,80.37° W,5.9397006,Near Coast of Ecuador,M,nas
3.69261483,0.68° S,80.24° W,10,Near Coast of Ecuador,M,nas
4.4953674,0.32° N,80.83° W,3.09435201,Near Coast of Ecuador,M,nas
4.71708295,0.04° S,80.42° W,8.32425594,Near Coast of Ecuador,M,nas
4.17662762,0.85° S,80.35° W,5,Ecuador - Manabi,M,nas
3.70138411,0.59° N,80.91° W,3.11169934,Ecuador - Esmeraldas,M,nas
5.087143,0.25° S,80.06° W,9.11882591,Ecuador - Manabi,M,nas
4.19281663,0.18° S,80.42° W,7.88046551,Ecuador - Manabi,M,nas
3.8387701,0.07° N,80.26° W,10.29966354,Near Coast of Ecuador,M,nas
3.62357832,0.04° S,80.86° W,1.14168298,Near Coast of Ecuador,M,nas
3.58128563,0.03° S,80.8° W,6.2848525,Ecuador - Manabi,M,nas
3.80988095,0.81° S,80.22° W,5,Near Coast of Ecuador,M,nas
3.52235003,0.05° S,80.83° W,8.87146854,Ecuador - Manabi,M,nas
4.51982412,0.17° S,80.23° W,6.57745791,Ecuador - Manabi,M,nas
5.63957397,0.93° S,80.24° W,0.96055347,Near Coast of Ecuador,M,nas
3.5895338,0.62° N,80.99° W,9.35830879,Near Coast of Ecuador,M,nas
5.01700328,1.01° S,80.29° W,4.44490337,Ecuador - Manabi,M,nas
3.66046797,0.87° S,80.88° W,5,Ecuador - Manabi,M,nas
3.50016838,0.45° S,80.96° W,3.55224132,Ecuador - Manabi,M,nas
4.11858228,0.7° S,80.39° W,5,Near Coast of Ecuador,M,nas
3.5258068,0.9° S,81.08° W,24.66736794,Ecuador - Manabi,M,nas
3.87758572,0.27° S,80.79° W,6,Near Coast of Ecuador,M,nas
3.71140794,0.02° N,81.04° W,6.19797182,Near Coast of Ecuador,M,nas
4.36916028,0.16° S,80.72° W,16.42699814,Near Coast of Ecuador,M,nas
3.58009784,0.67° N,80.86° W,10,Near Coast of Ecuador,M,nas
5.41735028,0.09° N,80.16° W,11.75938702,Near Coast of Ecuador,M,nas
3.84329234,0.01° S,80.73° W,10,Ecuador - Manabi,M,nas
3.77461602,0.32° S,80.1° W,20.01446152,Ecuador - Manabi,M,nas
3.68414127,0.58° N,80.39° W,3.31151104,Ecuador - Esmeraldas,M,nas
3.68181421,0.53° N,80.08° W,81.95046997,Near Coast of Ecuador,M,nas
3.91259916,0.23° S,80.58° W,10,Near Coast of Ecuador,M,nas
3.71587524,0.32° S,80.91° W,13.21645069,Ecuador - Manabi,M,nas
4.18809996,0.09° S,80.31° W,10,Near Coast of Ecuador,M,nas
4.3345067,0.14° S,80.77° W,8,Near Coast of Ecuador,M,nas
3.79088798,0.37° N,80.56° W,7.38929749,Near Coast of Ecuador,M,nas
3.64813208,0.49° N,80.45° W,6.2802577,Near Coast of Ecuador,M,nas
3.58350247,0.52° N,80.14° W,10.19757748,Near Coast of Ecuador,M,nas
3.54891314,0.24° S,80.24° W,15.91362572,Near Coast of Ecuador,M,nas
4.75851089,0.34° S,80.87° W,17.53755951,Near Coast of Ecuador,M,nas
3.6741141,0.46° N,80.97° W,6.21950388,Ecuador - Esmeraldas,M,nas
3.77294261,0.65° N,79.93° W,3.83179736,Ecuador - Esmeraldas,M,nas
4.43355922,0.63° N,80.14° W,3.02279782,Ecuador - Esmeraldas,M,nas
3.55717419,1.81° S,80.16° W,164.2754211,Near Coast of Ecuador,M,nas
3.85832579,0.75° S,80.25° W,10,Near Coast of Ecuador,M,nas
4.16985875,1.09° S,81.03° W,10,Near Coast of Ecuador,M,nas
3.89106628,0.57° N,81.09° W,7.33925676,Ecuador - Esmeraldas,M,nas
3.54730647,0.82° S,79.91° W,17.56494904,Near Coast of Ecuador,M,nas
3.85014535,0.66° N,81.15° W,10,Near Coast of Ecuador,M,nas
3.6720494,0.68° N,80.35° W,10,Near Coast of Ecuador,M,nas
3.68187809,1.21° S,80.11° W,10,Near Coast of Ecuador,M,nas
4.00490848,0.29° S,81.29° W,3.78792882,Ecuador - Manabi,M,nas
3.56338445,1.24° S,80.16° W,10,Ecuador - Manabi,M,nas
3.77053147,0.27° S,80.97° W,5.19297886,Near Coast of Ecuador,M,nas
3.63115894,0.36° N,80.55° W,1.25557244,Near Coast of Ecuador,M,nas
4.04178119,1.03° S,80.34° W,13.37305927,Near Coast of Ecuador,M,nas
5.13137323,1.16° S,81.04° W,1.93081725,Near Coast of Ecuador,M,nas
4.49085724,1.1° S,81.24° W,5.5999999,Near Coast of Ecuador,M,nas
3.53164865,1.06° S,81.36° W,5,Near Coast of Ecuador,M,nas
3.74477983,0.04° S,81.03° W,5,Near Coast of Ecuador,M,nas
3.99681021,0.05° S,80.41° W,10.00180054,Near Coast of Ecuador,M,nas
3.54967699,0.8° N,80.76° W,5.96408272,Near Coast of Ecuador,M,nas
3.54623052,0.07° N,80.5° W,5,Near Coast of Ecuador,M,nas
3.60535913,0.43° N,80.9° W,9.11593437,Near Coast of Ecuador,M,nas
4.36931692,1.08° S,80.72° W,2.0278821,Near Coast of Ecuador,M,nas
4.38815181,0.65° N,81.03° W,4.15263176,Ecuador - Esmeraldas,M,nas
3.7592219,0.14° S,80.08° W,2.34895682,Near Coast of Ecuador,M,nas
5.73213352,0.57° N,80.76° W,5.37418175,Ecuador - Esmeraldas,M,nas
3.96307734,0.72° N,80.07° W,10,Near Coast of Ecuador,M,nas
3.70932543,0.62° N,80.26° W,1.20603359,Ecuador - Esmeraldas,M,nas
3.86637609,0.59° N,80.08° W,8.87561703,Ecuador - Esmeraldas,M,nas
3.77261025,1.1° S,80.07° W,11,Near Coast of Ecuador,M,nas
3.71627014,0.6° N,81.11° W,3.51527333,Ecuador - Esmeraldas,M,nas
3.97777055,0.01° S,79.99° W,5.97694397,Near Coast of Ecuador,M,nas
3.57637514,0.08° S,80.8° W,7.51999855,Near Coast of Ecuador,M,nas
3.89151847,0.05° N,80.85° W,7.42697239,Near Coast of Ecuador,M,nas
3.58453677,1.14° S,80.8° W,15,Near Coast of Ecuador,M,nas
4.00312622,0.15° S,81.27° W,7.52366638,Near Coast of Ecuador,M,nas
3.6596755,1.1° S,80.82° W,10,Ecuador - Manabi,M,nas
3.5205775,1.31° S,80.95° W,10,Near Coast of Ecuador,M,nas
3.91106729,1.13° S,81.65° W,18,Near Coast of Ecuador,M,nas
3.67737376,1.2° S,81.07° W,10,Ecuador - Manabi,M,nas
3.88567445,0.18° N,80.91° W,5.35462523,Near Coast of Ecuador,M,nas
4.0921992,0.56° N,80.35° W,6.29936647,Ecuador - Esmeraldas,M,nas
4.22994652,0.65° N,79.91° W,3.73651099,Ecuador - Esmeraldas,M,nas
4.40797731,0.7° N,80.05° W,2.82110405,Near Coast of Ecuador,M,nas
4.01453859,0.67° N,80.13° W,7.62729025,Near Coast of Ecuador,M,nas
4.77920843,0.11° S,80.25° W,6.06570768,Near Coast of Ecuador,M,nas
3.89900948,0.64° N,80.48° W,4.86012077,Ecuador - Esmeraldas,M,nas
4.04764789,0.63° N,80.08° W,5.13772821,Ecuador - Esmeraldas,M,nas
4.02627592,0.88° N,80.13° W,3.4020226,Near Coast of Ecuador,M,nas
3.51986234,0.09° S,80.62° W,10.69965649,Ecuador - Manabi,M,nas
3.66678736,0.55° S,80.32° W,14.12295628,Near Coast of Ecuador,M,nas
3.92113756,0.13° S,80.86° W,10,Near Coast of Ecuador,M,nas
3.84463627,0.99° S,80.88° W,15,Near Coast of Ecuador,M,nas
3.71862602,0.86° N,81.27° W,10,Near Coast of Ecuador,M,nas
3.52200355,0.33° S,80.54° W,0.75335252,Near Coast of Ecuador,M,nas
4.82055203,0.7° N,80.14° W,10,Near Coast of Ecuador,M,nas
4.21610465,0.07° S,80.32° W,10,Near Coast of Ecuador,M,nas
4.8491206,0.14° S,80.96° W,2.7307651,Near Coast of Ecuador,M,nas
3.6579226,0.69° S,80.53° W,10,Near Coast of Ecuador,M,nas
3.5288985,1.08° S,81.09° W,10,Near Coast of Ecuador,M,nas
3.82581882,1.05° S,81.22° W,10,Near Coast of Ecuador,M,nas
3.5921912,0.79° N,81.07° W,5.98260975,Near Coast of Ecuador,M,nas
3.8154909,0.53° N,80.43° W,5.09891558,Near Coast of Ecuador,M,nas
3.65794473,1.22° S,79.9° W,10,Near Coast of Ecuador,M,nas
5.39747179,0.53° N,81.2° W,3.99765539,Ecuador - Esmeraldas,M,nas
4.89325285,0.34° S,79.85° W,4.63890982,Near Coast of Ecuador,M,nas
3.95212246,0.78° N,81.06° W,9.32917786,Near Coast of Ecuador,M,nas
3.64570216,0.4° S,80.2° W,10,Near Coast of Ecuador,M,nas
3.54802854,1.28° S,80.85° W,10,Ecuador - Manabi,M,nas
3.50152527,0.13° S,80.89° W,10,Near Coast of Ecuador,M,nas
3.87873925,0.02° S,81.14° W,10,Near Coast of Ecuador,M,nas
4.01268005,0.82° S,80.89° W,10,Near Coast of Ecuador,M,nas
3.91236636,1.26° S,81.15° W,10,Near Coast of Ecuador,M,nas
3.55375126,0.65° S,81.03° W,10,Near Coast of Ecuador,M,nas
4.78122186,0.72° N,80.82° W,4.92011118,Near Coast of Ecuador,M,nas
6.4307221,0.78° N,80.27° W,4.31011057,Near Coast of Ecuador,M,nas
4.21431593,0.68° N,80.46° W,3.65850449,Near Coast of Ecuador,M,nas
4.42161586,0.51° N,80.26° W,5.09258747,Ecuador - Esmeraldas,M,nas
4.75896385,0.64° N,79.77° W,10,Ecuador - Esmeraldas,M,nas
4.42400356,0.3° N,80.14° W,10,Ecuador - Manabi,M,nas
4.30376757,0.55° N,80.04° W,5.22247982,Ecuador - Esmeraldas,M,nas
4.46563419,0.6° N,79.94° W,4.79098177,Ecuador - Esmeraldas,M,nas
4.43050365,0.51° N,79.95° W,7.16021967,Ecuador - Esmeraldas,M,nas
4.70935278,0.65° N,79.96° W,12.21029568,Near Coast of Ecuador,M,nas
3.62573091,0.63° N,80.34° W,8.54414463,Ecuador - Esmeraldas,M,nas
3.53297143,0.68° N,80.14° W,11.42803764,Near Coast of Ecuador,M,nas
4.37863333,0.02° S,80.36° W,3.93473935,Ecuador - Manabi,M,nas
4.21636204,0.72° N,80.16° W,8.34227753,Near Coast of Ecuador,M,nas
3.64987347,0.69° N,80.39° W,4.67590666,Near Coast of Ecuador,M,nas
3.60067716,0.69° N,80.28° W,17.36582375,Near Coast of Ecuador,M,nas
3.5446066,0.76° N,80.21° W,10,Near Coast of Ecuador,M,nas
3.8862522,0.62° N,80.22° W,1.50701988,Ecuador - Esmeraldas,M,nas
3.842759,0.88° N,80.05° W,3.5,Near Coast of Ecuador,M,nas
4.15207091,0.31° S,80.6° W,3.71316409,Near Coast of Ecuador,M,nas
3.8300755,0.7° N,81.11° W,10,Near Coast of Ecuador,M,nas
4.5165711,0.16° S,80.15° W,10,Near Coast of Ecuador,M,nas
4.63648245,0.1° S,80.82° W,7.04992199,Ecuador - Manabi,M,nas
3.88827541,0.88° N,80.3° W,2.98606038,Near Coast of Ecuador,M,nas
4.29917882,0.1° S,80.55° W,8.20133591,Near Coast of Ecuador,M,nas
4.54909498,0.06° S,80.92° W,3.47591925,Near Coast of Ecuador,M,nas
3.58114143,0.09° N,80.99° W,9.30139637,Near Coast of Ecuador,M,nas
4.00648323,0.4° N,80.11° W,3,Near Coast of Ecuador,M,nas
3.96804963,0.8° N,80.57° W,2.34113979,Near Coast of Ecuador,M,nas
3.6307293,4.11° S,80.46° W,22.23677826,Ecuador - Loja,M,nas
4.86775996,0.06° S,80.19° W,5.85208321,Near Coast of Ecuador,M,nas
3.84454736,0.16° S,80.87° W,14.70118141,Near Coast of Ecuador,M,nas
3.74355447,1.2° S,80.57° W,2.82112718,Near Coast of Ecuador,M,nas
3.97583133,0.04° S,81.26° W,2.90178204,Ecuador - Manabi,M,nas
3.93055251,0.72° N,80.1° W,12.35495758,Near Coast of Ecuador,M,nas
3.76107913,0.67° N,80.5° W,4.32687616,Near Coast of Ecuador,M,nas
3.51271298,0.57° N,80.5° W,9.35159016,Ecuador - Esmeraldas,M,nas
5.09514923,2.76° S,79.98° W,25.55827332,Near Coast of Ecuador,M,nas
4.44043068,0.23° N,80.24° W,5,Near Coast of Ecuador,M,nas
4.04057321,0.57° N,80.51° W,3.90500403,Near Coast of Ecuador,M,nas
3.76201166,0.77° N,80.41° W,5,Near Coast of Ecuador,M,nas
4.89822659,0.12° S,80.49° W,6.39017439,Near Coast of Ecuador,M,nas
5.04306277,0.23° S,80.98° W,10,Near Coast of Ecuador,M,nas
4.17381728,0.36° S,81.27° W,10,Near Coast of Ecuador,M,nas
4.55484717,0.8° N,81.17° W,6.325315,Near Coast of Ecuador,M,nas
3.50366625,0.75° N,80.42° W,10,Near Coast of Ecuador,M,nas
3.76620765,0.62° N,80.43° W,10.23543453,Ecuador - Esmeraldas,M,nas
4.49184222,0.46° N,80.12° W,7.98966026,Near Coast of Ecuador,M,nas
3.7064909,0.74° N,80.61° W,5.58945513,Near Coast of Ecuador,M,nas
3.76240136,0.69° N,80.35° W,10.65176773,Near Coast of Ecuador,M,nas
4.42556948,0.13° S,80.33° W,5.9716382,Near Coast of Ecuador,M,nas
3.796149,1.52° S,80.61° W,10,Ecuador - Manabi,M,nas
3.55547903,0.79° N,80.9° W,1.73158336,Near Coast of Ecuador,M,nas
4.52463525,1.42° S,80.61° W,10,Near Coast of Ecuador,M,nas
6.16025923,0.18° S,80.94° W,10,Near Coast of Ecuador,M,nas
4.62436984,0.21° S,80.77° W,9.97137833,Near Coast of Ecuador,M,nas
4.86354013,0.28° S,80.48° W,0.84149772,Near Coast of Ecuador,M,nas
4.36946995,0.24° S,80.69° W,10,Near Coast of Ecuador,M,nas
6.01236792,0.18° S,80.8° W,4.17201757,Near Coast of Ecuador,M,nas
4.38177658,0.08° S,80.88° W,9.58618641,Near Coast of Ecuador,M,nas
4.61735483,0.05° N,80.95° W,11.06874752,Near Coast of Ecuador,M,nas
3.58372073,0.17° S,80.74° W,10,Near Coast of Ecuador,M,nas
3.61104548,0.08° S,80.71° W,65.79554749,Ecuador - Manabi,M,nas
4.23752002,0.1° S,80.43° W,12.48849773,Near Coast of Ecuador,M,nas
3.61360298,0.06° S,80.7° W,8.25347996,Near Coast of Ecuador,M,nas
3.94675986,0.05° N,80.69° W,10,Near Coast of Ecuador,M,nas
4.50271308,0.16° S,81.51° W,10,Near Coast of Ecuador,M,nas
5.18365008,0.25° S,81.04° W,0.47454122,Near Coast of Ecuador,M,nas
3.75931407,1.56° S,80.75° W,10,Near Coast of Ecuador,M,nas
3.53675921,0.44° N,81.25° W,152.8073883,Ecuador - Manabi,M,nas
4.24543686,0.23° S,80.1° W,6.80499697,Near Coast of Ecuador,M,nas
3.8022041,0.1° S,80.5° W,6.31556988,Near Coast of Ecuador,M,nas
3.51315478,0.17° S,80.63° W,12.91841507,Ecuador - Manabi,M,nas
4.25516269,0.07° S,80.28° W,1.7057898,Near Coast of Ecuador,M,nas
3.66096297,0.4° S,80.8° W,9.43618393,Near Coast of Ecuador,M,nas
3.83967018,0.63° N,80.98° W,2.85216594,Near Coast of Ecuador,M,nas
3.74902579,0.05° S,80.08° W,11.90623856,Near Coast of Ecuador,M,nas
5.20195438,0.15° S,81.24° W,10,Near Coast of Ecuador,M,nas
3.62110736,0.12° N,81.02° W,13.34796047,Near Coast of Ecuador,M,nas
3.56361803,1.41° S,80.32° W,8.50152016,Near Coast of Ecuador,M,nas
3.59714487,0.69° N,81.13° W,10,Near Coast of Ecuador,M,nas
5.7492045,0.61° N,80.55° W,9.3367548,Near Coast of Ecuador,M,nas
4.70820894,0.6° N,80.36° W,10,Near Coast of Ecuador,M,nas
4.43839175,0.72° N,80.54° W,8.73653126,Near Coast of Ecuador,M,nas
4.34520361,0.67° N,80.51° W,10.26876545,Near Coast of Ecuador,M,nas
3.55236297,0.64° N,80.47° W,10,Near Coast of Ecuador,M,nas
3.67479816,0.68° N,80.21° W,3.81701779,Near Coast of Ecuador,M,nas
3.6800318,2.36° S,80.19° W,30.52811813,Ecuador - Guayas,M,nas
3.7802191,0.19° S,80.05° W,4.52016258,Near Coast of Ecuador,M,nas
3.65849655,0.24° N,80.63° W,7.54592323,Near Coast of Ecuador,M,nas
4.15130243,0.09° S,80.56° W,5.60215044,Near Coast of Ecuador,M,nas
3.81637249,0.29° S,80.85° W,13.5057869,Ecuador - Manabi,M,nas
4.24137438,0.09° N,80.39° W,10,Near Coast of Ecuador,M,nas
3.6663725,1.7° S,80.88° W,1.58679164,Ecuador - Pastaza,M,nas
3.58093301,0.36° N,80.46° W,5.05259514,Near Coast of Ecuador,M,nas
4.18337165,0.7° N,80.46° W,3.1891408,Near Coast of Ecuador,M,nas
3.68296085,0.52° N,80.6° W,5.52644396,Near Coast of Ecuador,M,nas
4.99500142,0.7° N,80.29° W,10,Near Coast of Ecuador,M,nas
3.97161725,0.19° N,80.49° W,10,Near Coast of Ecuador,M,nas
3.55584743,0.28° N,80.34° W,1.97543466,Near Coast of Ecuador,M,nas
4.2784178,0.53° N,80.63° W,10.41671276,Near Coast of Ecuador,M,nas
3.91364435,0.94° N,80.54° W,2.28551602,Near Coast of Ecuador,M,nas
3.86884202,0.82° N,80.72° W,10,Near Coast of Ecuador,M,nas
4.53174518,0.15° N,80.57° W,4.63213205,Near Coast of Ecuador,M,nas
3.92193295,0.2° N,80.83° W,4.5209136,Near Coast of Ecuador,M,nas
3.59461225,0.03° S,80.42° W,10,Near Coast of Ecuador,M,nas
3.64456229,0.24° S,80.82° W,10,Near Coast of Ecuador,M,nas
3.50104391,0.04° N,81.1° W,5.41311169,Near Coast of Ecuador,M,nas
4.08843507,0.05° S,81.03° W,10.36977959,Near Coast of Ecuador,M,nas
3.6458043,0.27° N,80.51° W,2.94375873,Near Coast of Ecuador,M,nas
4.38818643,0.7° N,80.67° W,6.01655006,Ecuador - Esmeraldas,M,nas
3.74729179,0.11° S,79.73° W,5,Near Coast of Ecuador,M,nas
3.58182491,0.87° S,80.34° W,5,Near Coast of Ecuador,M,nas
4.24792,1.16° S,81.01° W,4.5999999,Near Coast of Ecuador,M,nas
3.62998658,0.45° S,81.15° W,7.19134808,Ecuador - Manabi,M,nas
3.95396321,0.15° S,80.35° W,2.95371175,Near Coast of Ecuador,M,nas
4.21564682,0.14° S,80.51° W,5,Near Coast of Ecuador,M,nas
3.6202888,1.06° S,81.35° W,5,Near Coast of Ecuador,M,nas
5.10321384,0.9° S,81.56° W,5.41434097,Ecuador - Manabi,M,nas
4.10267055,1.08° S,80.89° W,10,Near Coast of Ecuador,M,nas
3.55655485,1.29° S,81.44° W,5,Near Coast of Ecuador,M,nas
3.78495623,0.56° N,81.42° W,76.69999695,Near Coast of Ecuador,M,nas
4.54763841,0.07° S,80.78° W,5.13646793,Ecuador - Manabi,M,nas
3.62322058,0.54° N,80.05° W,6.76248932,Ecuador - Esmeraldas,M,nas
4.22716635,0.6° N,80° W,5.34292221,Near Coast of Ecuador,M,nas
4.63824597,0.81° S,80.54° W,5,Near Coast of Ecuador,M,nas
4.34302629,0.13° S,81.31° W,9.95831966,Near Coast of Ecuador,M,nas
3.81080923,0.04° S,81.11° W,10,Near Coast of Ecuador,M,nas
3.63205061,1.47° S,80.96° W,10,Near Coast of Ecuador,M,nas
4.5686681,0.37° N,81.38° W,6.65374756,Near Coast of Ecuador,M,nas
3.79284788,0.34° N,80.62° W,10,Near Coast of Ecuador,M,nas
3.58024375,0.31° N,80.63° W,2.52435637,Near Coast of Ecuador,M,nas
3.79360731,0.26° N,80.51° W,4.30240154,Near Coast of Ecuador,M,nas
3.70872399,0.57° S,80.39° W,4.58883285,Near Coast of Ecuador,M,nas
4.18665653,0.51° S,80.76° W,10,Near Coast of Ecuador,M,nas
4.01903608,0.58° N,80.87° W,7.66948843,Near Coast of Ecuador,M,nas
5.62373423,0.14° S,80.28° W,10,Near Coast of Ecuador,M,nas
3.93502762,0.27° N,80.99° W,10.41729641,Near Coast of Ecuador,M,nas
3.63988455,0.61° S,80.32° W,19.11281967,Near Coast of Ecuador,M,nas
3.63300358,0.66° N,80.76° W,8.30518818,Near Coast of Ecuador,M,nas
3.66339705,0.32° N,80.52° W,10,Near Coast of Ecuador,M,nas
3.55895276,0.48° N,80.23° W,9.42261505,Ecuador - Esmeraldas,M,nas
3.53224494,0.25° S,80.08° W,13.6183157,Ecuador - Manabi,M,nas
3.78780819,0.2° S,80.37° W,10,Near Coast of Ecuador,M,nas
4.19979291,1.28° S,80.6° W,1.02950561,Near Coast of Ecuador,M,nas
4.5305933,0.33° S,81.21° W,1.22873938,Near Coast of Ecuador,M,nas
4.37548563,0.57° S,81.16° W,10,Near Coast of Ecuador,M,nas
4.01418432,0.22° N,80.81° W,5,Near Coast of Ecuador,M,nas
3.99321212,0.17° S,80.25° W,10.51271057,Near Coast of Ecuador,M,nas
4.03336632,0.23° S,80.71° W,10,Near Coast of Ecuador,M,nas
4.17007118,0.2° N,80.98° W,10.96618748,Near Coast of Ecuador,M,nas
4.2581872,1.2° S,80.47° W,10,Near Coast of Ecuador,M,nas
3.59613287,1.49° S,81.23° W,2.2696116,Near Coast of Ecuador,M,nas
4.38954226,1.27° S,81.04° W,10,Near Coast of Ecuador,M,nas
3.95608065,0.17° N,81.08° W,5,Near Coast of Ecuador,M,nas
3.86641143,0.9° S,80.32° W,5,Near Coast of Ecuador,M,nas
3.54104925,1.02° S,81.29° W,5,Near Coast of Ecuador,M,nas
3.58321766,1.11° S,81.65° W,5,Near Coast of Ecuador,M,nas
4.42310048,1.11° S,81.51° W,5,Near Coast of Ecuador,M,nas
3.90845081,0.37° N,81.32° W,4.44566202,Near Coast of Ecuador,M,nas
3.96027026,0.38° N,80.39° W,3.9568913,Near Coast of Ecuador,M,nas
3.6293124,1.52° S,80.4° W,10,Near Coast of Ecuador,M,nas
4.60624899,1.31° S,80.94° W,10,Near Coast of Ecuador,M,nas
4.19135904,0.25° N,81.09° W,1.92560124,Near Coast of Ecuador,M,nas
4.26381869,1.55° S,80.44° W,10,Near Coast of Ecuador,M,nas
3.7177558,0.46° S,80.94° W,8.52616024,Ecuador - Manabi,M,nas
3.50526991,0.45° N,80.44° W,10,Near Coast of Ecuador,M,nas
3.67610612,1.64° S,80.62° W,5,Near Coast of Ecuador,M,nas
3.5662415,0.41° S,81.11° W,5,Near Coast of Ecuador,M,nas
3.68151424,1.76° S,81.12° W,10,Near Coast of Ecuador,M,nas
3.65882418,1.59° S,81.18° W,5,Near Coast of Ecuador,M,nas
4.22520847,1.55° S,80.99° W,10,Ecuador - Manabi,M,nas
4.19347504,0.27° N,80.85° W,10,Near Coast of Ecuador,M,nas
3.50939452,1.56° S,80.51° W,10,Ecuador - Manabi,M,nas
3.66029007,0.23° S,80.88° W,10,Near Coast of Ecuador,M,nas
3.63301492,1.54° S,80.97° W,1.9520781,Near Coast of Ecuador,M,nas
4.74743955,1.5° S,81° W,6,Near Coast of Ecuador,M,nas
4.01495126,0.13° S,80.98° W,10,Near Coast of Ecuador,M,nas
3.77082281,0.08° S,80.85° W,4.45463753,Ecuador - Manabi,M,nas
4.07218751,1.54° S,80.43° W,10,Ecuador - Manabi,M,nas
3.60970733,0.24° N,80.86° W,5,Near Coast of Ecuador,M,nas
3.63594943,1.65° S,80.41° W,10,Near Coast of Ecuador,M,nas
3.58565622,1.19° S,81.12° W,10,Near Coast of Ecuador,M,nas
3.89451591,2.47° S,81.38° W,3.7550385,Ecuador - Cañar,M,nas
3.97109738,3.25° S,79.11° W,10,Ecuador - Morona Santiago,M,nas
3.65873156,1.6° S,80.58° W,5,Ecuador - Manabi,M,nas
3.8415999,0.29° N,80.97° W,10,Near Coast of Ecuador,M,nas
3.51643893,0.88° N,80.39° W,8.92176724,Near Coast of Ecuador,M,nas
4.27955018,0.14° N,80.51° W,2.39675999,Near Coast of Ecuador,M,nas
4.53223084,0.13° S,80.11° W,10,Near Coast of Ecuador,M,nas
3.6312918,1.7° S,81.02° W,10,Near Coast of Ecuador,M,nas
