"Mag,LocalHour,Lat,Long,Depth,Region,Status,CloserCity,UTCHour,LastUpdate"
"4,18-11-2017 16:30,3.03? S,80.09? W,26.8,Peru-Ecuador Border,M,""29.80km Machala,El Oro"",18-11-2017 21:30,21-11-2017 15:04"
"4.4,18-11-2017 18:03,4.08? S,80.35? W,10.5,Ecuador - Loja,M,""56.82km Macara,Loja"",18-11-2017 23:03,21-11-2017 22:08"
"6.2,17-11-2017 8:40,2.41? S,80.00? W,61.9,Ecuador - Guayas,M,""28.47km Guayaquil,Guayas"",17-11-2017 13:40,22-11-2017 21:43"
"4.1,22-11-2017 22:33,2.19? S,80.49? W,29.9,Ecuador - Santa Elena,M,""5.89km Santa Elena,Sta Elena"",23-11-2017 3:33,23-11-2017 3:41"
"5,18-10-2017 21:39,1.15? N,79.68? W,6.9,Near Coast of Ecuador,M,""20.55km Esmeraldas,Esmeraldas"",19-10-2017 2:39,23-11-2017 8:34"
"3.8,24-11-2017 16:13,0.30? S,81.11? W,10,Off Coast of Ecuador,M,""83.76km Bahia de Caraquez,Manabi"",24-11-2017 21:13,24-11-2017 21:22"
"4.2,28-11-2017 5:21,2.97? S,80.64? W,3,Near Coast of Ecuador,M,""47.08km Playas,Guayas"",28-11-2017 10:21,28-11-2017 10:29"
"5,27-11-2017 21:04,2.04? S,79.89? W,62.1,Ecuador - Guayas,M,""13.31km Simon Bolivar,Guayas"",28-11-2017 2:04,28-11-2017 15:02"
"4.2,28-11-2017 21:24,2.33? S,77.25? W,166.4,Ecuador - Morona Santiago,M,""96.48km Macas,Morona Stgo"",29-11-2017 2:24,29-11-2017 2:34"
"4.2,19-11-2017 7:38,0.02? N,80.09? W,24,Ecuador - Manabi,M,""6.75km Pedernales,Manabi"",19-11-2017 12:38,30-11-2017 16:12"
"3.7,20-11-2017 10:24,2.76? S,77.64? W,99.7,Ecuador - Morona Santiago,M,""67.73km Sucua,Morona Stgo"",20-11-2017 15:24,30-11-2017 16:24"
"3.6,30-11-2017 20:59,3.98? S,80.84? W,3.4,Peru-Ecuador Border,M,""88.18km Huaquillas,El Oro"",01-12-2017 1:59,01-12-2017 2:11"
"3.9,03-12-2017 10:16,0.45? S,80.43? W,10,Ecuador - Manabi,M,""17.42km San Vicente,Manabi"",03-12-2017 15:16,03-12-2017 15:24"
"6.2,03-12-2017 6:19,0.49? S,80.39? W,20.8,Ecuador - Manabi,M,""13.20km San Vicente,Manabi"",03-12-2017 11:19,04-12-2017 13:35"
"4.8,19-11-2017 16:42,1.77? S,78.25? W,165.2,Ecuador - Morona Santiago,M,""41.89km Puyo,Pastaza"",19-11-2017 21:42,04-12-2017 19:39"
"3.8,04-12-2017 17:53,1.74? S,78.28? W,149.2,Ecuador - Morona Santiago,M,""41.82km Guano,Chimborazo"",04-12-2017 22:53,04-12-2017 22:57"
"3.5,13-11-2017 12:55,0.39? N,76.06? W,19.6,Colombia-Ecuador Border,M,""98.70km Nueva Loja,Sucumbios"",13-11-2017 17:55,05-12-2017 15:56"
"3.6,14-11-2017 10:10,2.36? S,79.42? W,81.3,Ecuador - Canar,M,""10.83km La Troncal,Canar"",14-11-2017 15:10,05-12-2017 19:28"
"4.5,06-11-2017 12:55,0.62? N,80.08? W,7.5,Near Coast of Ecuador,M,""6.92km Muisne,Esmeraldas"",06-11-2017 17:55,06-12-2017 3:14"
"4.7,10-11-2017 1:56,1.22? S,80.52? W,4.3,Ecuador - Manabi,M,""16.11km Jipijapa,Manabi"",10-11-2017 6:56,06-12-2017 3:15"
"4.5,06-11-2017 12:56,0.60? N,80.13? W,7.2,Near Coast of Ecuador,M,""12.07km Muisne,Esmeraldas"",06-11-2017 17:56,06-12-2017 3:49"
"2.9,05-12-2017 23:42,0.37? N,78.26? W,6.6,Ecuador - Imbabura,M,""6.23km Atuntaqui,Imbabura"",06-12-2017 4:42,06-12-2017 14:48"
"4.7,06-12-2017 21:37,4.14? S,80.31? W,41.5,Ecuador - Loja,M,""49.46km Macara,Loja"",07-12-2017 2:37,07-12-2017 3:30"
"3.8,08-12-2017 16:10,4.42? S,80.48? W,35.6,Peru-Ecuador Border,M,""61.02km Macara,Loja"",08-12-2017 21:10,08-12-2017 21:43"
"3.3,11-12-2017 2:14,1.04? S,78.54? W,6,Ecuador - Cotopaxi,M,""5.86km Salcedo,Cotopaxi"",11-12-2017 7:14,11-12-2017 13:50"
"3.1,18-12-2017 18:09,0.82? S,91.08? W,2,Ecuador - Galapagos,M,""85.64km Pto Ayora,Galapagos"",18-12-2017 23:09,19-12-2017 0:44"
"3.3,19-12-2017 9:25,0.62? N,79.96? W,5.9,Ecuador - Esmeraldas,M,""7.09km Muisne,Esmeraldas"",19-12-2017 14:25,20-12-2017 19:32"
"3.5,20-12-2017 19:44,2.73? S,77.49? W,30.5,Ecuador - Morona Santiago,M,""81.71km Sucua,Morona Stgo"",21-12-2017 0:44,21-12-2017 0:50"
"3.2,20-12-2017 20:21,0.57? S,80.26? W,1.6,Ecuador - Manabi,M,""16.58km San Vicente,Manabi"",21-12-2017 1:21,21-12-2017 1:50"
"4.7,21-12-2017 4:52,1.10? S,80.60? W,2.1,Ecuador - Manabi,M,""8.80km Montecristi,Manabi"",21-12-2017 9:52,21-12-2017 9:59"
"3.5,13-12-2017 0:33,2.44? S,79.05? W,74.4,Ecuador - Canar,M,""18.01km Canar,Canar"",13-12-2017 5:33,21-12-2017 15:02"
"3.5,21-12-2017 14:49,2.95? S,79.79? W,10,Ecuador - Guayas,M,""11.56km Balao,Guayas"",21-12-2017 19:49,21-12-2017 19:57"
"4.7,26-12-2017 1:04,3.13? S,81.01? W,8,Near Coast of Northern Peru,M,""88.22km Playas,Guayas"",26-12-2017 6:04,26-12-2017 6:16"
"3.7,27-12-2017 2:36,2.37? S,80.26? W,9.4,Ecuador - Guayas,M,""32.11km Playas,Guayas"",27-12-2017 7:36,27-12-2017 7:44"
"3.6,27-12-2017 7:00,1.71? S,76.17? W,196,Ecuador - Pastaza,M,""165.84km Pto Fsco de Orellana,Orellana"",27-12-2017 12:00,27-12-2017 18:07"
"3.5,28-12-2017 2:06,0.23? N,79.14? W,12.9,Ecuador - Pichincha,M,""37.24km La Concordia,Sto Dom Tsachilas"",28-12-2017 7:06,28-12-2017 7:17"
"2.6,28-12-2017 5:39,1.47? S,78.31? W,1.9,Ecuador - Tungurahua,M,""15.62km Banos,Tungurahua"",28-12-2017 10:39,28-12-2017 12:49"
"3.6,28-12-2017 17:46,2.22? S,80.50? W,10,Ecuador - Santa Elena,M,""5.91km Santa Elena,Sta Elena"",28-12-2017 22:46,28-12-2017 22:54"
"3.6,15-12-2017 20:32,3.85? S,80.19? W,45.3,Peru-Ecuador Border,M,""a 35.90km de Arenillas,El Oro"",16-12-2017 1:32,03-01-2018 14:26"
"5,17-12-2017 4:16,0.76? N,80.20? W,9,Near Coast of Ecuador,M,""a 25.80km de Muisne,Esmeraldas"",17-12-2017 9:16,03-01-2018 17:38"
"4.3,17-12-2017 4:05,0.82? N,80.24? W,11.8,Near Coast of Ecuador,M,""a 33.51km de Muisne,Esmeraldas"",17-12-2017 9:05,03-01-2018 20:17"
"3.9,17-12-2017 8:27,0.72? N,80.10? W,6.2,Near Coast of Ecuador,M,""a 14.51km de Muisne,Esmeraldas"",17-12-2017 13:27,03-01-2018 20:38"
"3.9,18-12-2017 20:36,1.52? S,80.92? W,12.2,Near Coast of Ecuador,M,""a 12.97km de Puerto Lopez,Manabi"",19-12-2017 1:36,03-01-2018 23:25"
"4.3,17-12-2017 1:25,2.99? S,78.88? W,69.7,Ecuador - Azuay,M,""a 15.77km de Gualaceo,Azuay"",17-12-2017 6:25,04-01-2018 0:30"
"2,06-01-2018 14:09,0.80? S,91.25? W,10,Ecuador - Galapagos,M,""a 104.27km de Pto Ayora,Galapagos"",06-01-2018 19:09,06-01-2018 22:26"
"4.7,08-01-2018 12:38,1.74? N,91.16? W,10,Ecuador - Galapagos,M,""a 291.19km de Pto Ayora,Galapagos"",08-01-2018 17:38,08-01-2018 17:57"
"3.6,31-07-2017 3:41,0.67? S,77.88? W,3.1,Ecuador - Napo,M,""a 37.46km de Tena,Napo"",31-07-2017 8:41,08-01-2018 18:31"
"4.2,02-08-2017 19:12,0.70? S,77.91? W,-2,Ecuador - Napo,M,""a 35.16km de Tena,Napo"",03-08-2017 0:12,08-01-2018 19:38"
"4.1,10-01-2018 11:01,0.81? S,91.11? W,6.5,Ecuador - Galapagos,M,""a 88.59km de Pto Ayora,Galapagos"",10-01-2018 16:01,10-01-2018 17:01"
"2.8,14-01-2018 7:49,0.91? N,77.84? W,10,Colombia-Ecuador Border,M,""a 16.99km de Tulcan,Carchi"",14-01-2018 12:49,14-01-2018 13:01"
"3.4,14-01-2018 12:49,0.84? S,91.11? W,4.3,Ecuador - Galapagos,M,""a 89.14km de Pto Ayora,Galapagos"",14-01-2018 17:49,14-01-2018 19:11"
"3.1,17-01-2018 3:54,0.36? S,78.54? W,4.8,Ecuador - Pichincha,M,""a 10.51km de Sangolqui,Pichincha"",17-01-2018 8:54,17-01-2018 9:11"
"3.6,18-01-2018 14:18,0.77? S,78.70? W,7.1,Ecuador - Cotopaxi,M,""a 6.88km de Saquisili,Cotopaxi"",18-01-2018 19:18,18-01-2018 20:13"
"3.5,21-01-2018 6:52,0.07? N,78.36? W,5.8,Ecuador - Pichincha,M,""a 17.82km de Tabacundo,Pichincha"",21-01-2018 11:52,21-01-2018 12:14"
"3.8,23-01-2018 6:33,2.26? S,80.21? W,17.3,Ecuador - Guayas,M,""a 33.67km de Guayaquil,Guayas"",23-01-2018 11:33,23-01-2018 11:39"
"5.4,08-01-2018 19:05,1.67? N,91.16? W,24.2,Ecuador - Galapagos,M,""a 284.83km de Pto Ayora,Galapagos"",09-01-2018 0:05,24-01-2018 20:00"
"2.3,25-01-2018 11:53,1.42? S,78.48? W,4.2,Ecuador - Tungurahua,M,""a 6.46km de Banos,Tungurahua"",25-01-2018 16:53,25-01-2018 17:10"
"4.8,06-01-2018 14:30,0.84? S,80.44? W,20,Ecuador - Manabi,M,""a 9.31km de Rocafuerte,Manabi"",06-01-2018 19:30,25-01-2018 17:49"
"4.1,06-01-2018 14:46,0.77? S,91.09? W,14.6,Ecuador - Galapagos,M,""a 86.14km de Pto Ayora,Galapagos"",06-01-2018 19:46,26-01-2018 21:35"
"2.7,29-01-2018 9:09,1.39? S,78.44? W,8,Ecuador - Tungurahua,M,""a 1.28km de Banos,Tungurahua"",29-01-2018 14:09,29-01-2018 14:16"
"3.5,29-01-2018 11:35,0.83? S,91.11? W,4.4,Ecuador - Galapagos,M,""a 88.48km de Pto Ayora,Galapagos"",29-01-2018 16:35,29-01-2018 17:06"
"2.6,29-01-2018 11:56,0.84? S,91.11? W,4.3,Ecuador - Galapagos,M,""a 89.08km de Pto Ayora,Galapagos"",29-01-2018 16:56,29-01-2018 17:07"
"3.7,21-01-2018 20:12,3.38? S,75.91? W,10,Northern Peru,M,""a 270.74km de Sucua,Morona Stgo"",22-01-2018 1:12,30-01-2018 3:14"
"3.6,22-01-2018 9:23,2.26? S,79.83? W,36.8,Ecuador - Guayas,M,""a 11.46km de Duran,Guayas"",22-01-2018 14:23,30-01-2018 5:57"
"3.7,27-12-2017 5:12,0.84? S,91.13? W,-,Ecuador - Galapagos,M,""a 91.11km de Pto Ayora,Galapagos"",27-12-2017 10:12,30-01-2018 17:06"
"3.5,12-01-2018 0:55,2.99? S,77.96? W,85.7,Ecuador - Morona Santiago,M,""a 63.30km de Sucua,Morona Stgo"",12-01-2018 5:55,31-01-2018 14:49"
"3.6,12-01-2018 2:23,3.43? S,80.50? W,10.4,Peru-Ecuador Border,M,""a 30.92km de Huaquillas,El Oro"",12-01-2018 7:23,31-01-2018 15:00"
"3.7,13-01-2018 1:14,3.06? S,77.76? W,1.8,Peru-Ecuador Border,M,""a 80.43km de Sucua,Morona Stgo"",13-01-2018 6:14,31-01-2018 16:01"
"4.4,01-01-2018 21:52,2.28? S,79.23? W,4.6,Ecuador - Guayas,M,""a 9.97km de Bucay,Guayas"",02-01-2018 2:52,31-01-2018 17:43"
"3.7,01-01-2018 9:24,0.15? S,78.37? W,5.7,Ecuador - Pichincha,M,""a 11.22km de Quito,Pichincha"",01-01-2018 14:24,31-01-2018 19:12"
"3.6,31-12-2017 22:56,0.92? S,79.31? W,88,Ecuador - Los Rios,M,""a 6.40km de Valencia,Los Rios"",01-01-2018 3:56,31-01-2018 20:06"
"4.1,17-01-2018 2:12,1.28? N,79.99? W,0.7,Near Coast of Ecuador,M,""a 48.55km de Atacames,Esmeraldas"",17-01-2018 7:12,31-01-2018 21:25"
"5.6,31-01-2018 18:13,1.73? S,77.83? W,4.8,Ecuador - Pastaza,M,""a 32.90km de Puyo,Pastaza"",31-01-2018 23:13,01-02-2018 0:34"
"4.5,19-01-2018 17:31,3.76? S,79.88? W,50,Ecuador - El Oro,M,""a 23.36km de Pinas,El Oro"",19-01-2018 22:31,01-02-2018 16:58"
"4.3,18-01-2018 17:28,0.86? S,91.14? W,-,Ecuador - Galapagos,M,""a 92.29km de Pto Ayora,Galapagos"",18-01-2018 22:28,01-02-2018 19:42"
"4.7,23-01-2018 8:45,3.99? S,80.94? W,6.6,Peru-Ecuador Border,M,""a 98.31km de Huaquillas,El Oro"",23-01-2018 13:45,01-02-2018 20:48"
"3.8,23-01-2018 20:31,4.58? S,80.71? W,17.7,Peru-Ecuador Border,M,""a 88.93km de Macara,Loja"",24-01-2018 1:31,01-02-2018 22:16"
"4.6,25-01-2018 10:02,0.20? N,77.73? W,2.7,Ecuador - Sucumbios,M,""a 45.64km de San Gabriel,Carchi"",25-01-2018 15:02,03-02-2018 20:17"
"3.5,04-02-2018 22:52,3.27? S,79.04? W,47.3,Ecuador - Azuay,M,""a 41.78km de Cuenca,Azuay"",05-02-2018 3:52,05-02-2018 4:07"
"4.3,26-01-2018 7:16,4.00? S,78.16? W,10,Peru-Ecuador Border,M,""a 69.34km de Yantzaza,Zamora Ch"",26-01-2018 12:16,05-02-2018 21:28"
"3.7,26-01-2018 23:45,1.14? S,80.37? W,5.6,Ecuador - Manabi,M,""a 6.94km de Santa Ana,Manabi"",27-01-2018 4:45,06-02-2018 17:19"
"3.9,28-01-2018 12:36,0.98? S,80.97? W,18.9,Near Coast of Ecuador,M,""a 28.57km de Manta,Manabi"",28-01-2018 17:36,08-02-2018 2:26"
"3.7,29-01-2018 21:26,4.39? S,77.86? W,26.8,Northern Peru,M,""a 117.71km de Yantzaza,Zamora Ch"",30-01-2018 2:26,08-02-2018 4:53"
"3.7,30-01-2018 1:58,3.15? S,78.36? W,10,Ecuador - Morona Santiago,M,""a 37.04km de Gualaquiza,Morona Stgo"",30-01-2018 6:58,08-02-2018 5:52"
"3.8,31-01-2018 18:18,1.71? S,77.87? W,7.7,Ecuador - Pastaza,M,""a 28.80km de Puyo,Pastaza"",31-01-2018 23:18,08-02-2018 8:24"
"3.6,31-01-2018 18:19,1.73? S,77.82? W,4.3,Ecuador - Pastaza,M,""a 33.47km de Puyo,Pastaza"",31-01-2018 23:19,08-02-2018 8:34"
"3.6,31-01-2018 18:21,1.75? S,77.81? W,3.9,Ecuador - Pastaza,M,""a 35.04km de Puyo,Pastaza"",31-01-2018 23:21,08-02-2018 8:46"
"3.5,08-02-2018 13:54,0.83? S,91.13? W,1.1,Ecuador - Galapagos,M,""a 90.85km de Pto Ayora,Galapagos"",08-02-2018 18:54,08-02-2018 23:23"
"3.6,09-02-2018 13:36,2.96? S,81.31? W,10,Near Coast of Ecuador,M,""a 90.31km de Salinas,Sta Elena"",09-02-2018 18:36,09-02-2018 18:43"
"3.2,11-02-2018 0:32,0.82? S,91.09? W,5.2,Ecuador - Galapagos,M,""a 87.04km de Pto Ayora,Galapagos"",11-02-2018 5:32,11-02-2018 5:45"
"3.5,12-02-2018 6:09,1.74? S,77.83? W,3.3,Ecuador - Pastaza,M,""a 33.83km de Puyo,Pastaza"",12-02-2018 11:09,12-02-2018 11:13"
"2.6,13-02-2018 15:00,0.81? S,91.09? W,-1.7,Ecuador - Galapagos,M,""a 86.38km de Pto Ayora,Galapagos"",13-02-2018 20:00,13-02-2018 22:32"
"3.5,09-01-2018 15:30,2.17? S,77.78? W,2.8,Ecuador - Morona Santiago,M,""a 40.35km de Macas,Morona Stgo"",09-01-2018 20:30,16-02-2018 8:38"
"3.6,16-02-2018 19:49,0.92? S,91.12? W,7.2,Ecuador - Galapagos,M,""a 91.70km de Pto Ayora,Galapagos"",17-02-2018 0:49,17-02-2018 1:08"
"4.5,17-02-2018 14:33,2.41? S,80.22? W,15.6,Ecuador - Guayas,M,""a 31.35km de Playas,Guayas"",17-02-2018 19:33,18-02-2018 23:26"
"3.8,12-02-2018 5:08,0.05? N,80.27? W,5.7,Near Coast of Ecuador,M,""a 23.92km de Pedernales,Manabi"",12-02-2018 10:08,19-02-2018 0:36"
"3.8,12-02-2018 2:43,2.16? S,78.68? W,15.4,Ecuador - Chimborazo,M,""a 19.31km de Alausi,Chimborazo"",12-02-2018 7:43,19-02-2018 0:50"
"3.9,20-02-2018 11:26,0.78? N,79.78? W,17.5,Ecuador - Esmeraldas,M,""a 11.86km de Atacames,Esmeraldas"",20-02-2018 16:26,20-02-2018 16:44"
"3.9,16-02-2018 18:56,1.18? N,79.75? W,9.9,Near Coast of Ecuador,M,""a 26.13km de Esmeraldas,Esmeraldas"",16-02-2018 23:56,21-02-2018 21:51"
"4,03-02-2018 10:39,2.94? S,77.96? W,5,Ecuador - Morona Santiago,M,""a 58.06km de Sucua,Morona Stgo"",03-02-2018 15:39,23-02-2018 20:39"
"3.3,24-02-2018 22:16,0.91? S,91.16? W,9.4,Ecuador - Galapagos,M,""a 95.42km de Pto Ayora,Galapagos"",25-02-2018 3:16,25-02-2018 3:39"
"3.6,18-02-2018 20:09,1.32? S,78.89? W,111.2,Ecuador - Tungurahua,M,""a 30.65km de Ambato,Tungurahua"",19-02-2018 1:09,26-02-2018 14:24"
"3.5,19-02-2018 16:44,0.15? S,80.71? W,9.7,Near Coast of Ecuador,M,""a 49.53km de Jama,Manabi"",19-02-2018 21:44,26-02-2018 14:32"
"3.5,22-02-2018 12:16,2.87? S,79.73? W,10,Ecuador - Guayas,M,""a 4.55km de Balao,Guayas"",22-02-2018 17:16,26-02-2018 17:13"
"4,27-02-2018 15:28,0.83? S,91.12? W,3.5,Ecuador - Galapagos,M,""a 89.65km de Pto Ayora,Galapagos"",27-02-2018 20:28,27-02-2018 20:39"
"3.5,03-03-2018 10:33,2.91? S,79.71? W,1.9,Ecuador - Guayas,M,""a 0.81km de Balao,Guayas"",03-03-2018 15:33,03-03-2018 15:41"
"3.1,03-03-2018 23:20,1.27? S,78.44? W,9.6,Ecuador - Tungurahua,M,""a 13.11km de Pelileo,Tungurahua"",04-03-2018 4:20,04-03-2018 12:04"
"3.8,09-02-2018 1:03,2.40? S,79.79? W,45.9,Ecuador - Guayas,M,""a 26.54km de Duran,Guayas"",09-02-2018 6:03,05-03-2018 12:22"
"3.7,09-02-2018 15:55,0.77? N,79.68? W,7.4,Ecuador - Esmeraldas,M,""a 21.49km de Atacames,Esmeraldas"",09-02-2018 20:55,05-03-2018 12:48"
"3.7,21-02-2018 4:20,4.03? S,80.92? W,5.7,Peru-Ecuador Border,M,""a 99.50km de Huaquillas,El Oro"",21-02-2018 9:20,05-03-2018 15:53"
"4.2,09-02-2018 20:30,1.60? S,81.20? W,4.2,Off Coast of Ecuador,M,""a 44.07km de Puerto Lopez,Manabi"",10-02-2018 1:30,05-03-2018 20:56"
"3.6,22-02-2018 12:18,2.87? S,79.78? W,5,Ecuador - Guayas,M,""a 9.88km de Balao,Guayas"",22-02-2018 17:18,05-03-2018 21:24"
"5.8,17-11-2017 23:23,2.86? S,79.76? W,21.2,Ecuador - Guayas,M,""a 8.25km de Balao,Guayas"",18-11-2017 4:23,05-03-2018 21:31"
"3.5,15-11-2017 19:30,2.66? S,80.15? W,38.2,Ecuador - Guayas,M,""a 27.02km de Playas,Guayas"",16-11-2017 0:30,05-03-2018 21:47"
"4.4,09-02-2018 22:55,1.59? S,81.05? W,2.7,Off Coast of Ecuador,M,""a 27.94km de Puerto Lopez,Manabi"",10-02-2018 3:55,06-03-2018 15:11"
"4.5,09-02-2018 20:30,1.60? S,81.23? W,18.8,Off Coast of Ecuador,M,""a 47.82km de Puerto Lopez,Manabi"",10-02-2018 1:30,06-03-2018 15:12"
"4,23-02-2018 12:57,3.01? S,79.89? W,31,Near Coast of Ecuador,M,""a 24.28km de Balao,Guayas"",23-02-2018 17:57,06-03-2018 16:05"
"4.4,07-02-2018 4:47,2.85? S,80.70? W,5,Near Coast of Ecuador,M,""a 42.71km de Playas,Guayas"",07-02-2018 9:47,06-03-2018 16:32"
"4,31-01-2018 23:47,1.63? S,77.89? W,194.2,Ecuador - Pastaza,M,""a 19.85km de Puyo,Pastaza"",01-02-2018 4:47,06-03-2018 16:49"
"4.1,06-02-2018 20:17,1.91? S,80.95? W,1.8,Near Coast of Ecuador,M,""a 35.14km de Salinas,Sta Elena"",07-02-2018 1:17,06-03-2018 16:50"
"3.5,03-02-2018 10:43,2.94? S,77.95? W,5,Ecuador - Morona Santiago,M,""a 59.00km de Sucua,Morona Stgo"",03-02-2018 15:43,06-03-2018 16:54"
"3.6,09-02-2018 14:16,2.13? S,79.94? W,40.8,Ecuador - Guayas,M,""a 5.16km de Guayaquil,Guayas"",09-02-2018 19:16,06-03-2018 18:52"
"3.8,13-02-2018 10:06,1.93? S,77.71? W,186.7,Ecuador - Pastaza,M,""a 58.73km de Puyo,Pastaza"",13-02-2018 15:06,06-03-2018 20:38"
"4.8,26-02-2018 22:40,2.82? S,79.78? W,4.1,Ecuador - Guayas,M,""a 13.29km de Balao,Guayas"",27-02-2018 3:40,07-03-2018 21:44"
"4.5,27-02-2018 9:20,2.84? S,79.78? W,4.1,Ecuador - Guayas,M,""a 11.74km de Balao,Guayas"",27-02-2018 14:20,08-03-2018 0:33"
"3.6,27-02-2018 13:11,2.22? S,80.42? W,12,Ecuador - Santa Elena,M,""a 13.88km de Santa Elena,Sta Elena"",27-02-2018 18:11,08-03-2018 1:07"
"3.6,28-02-2018 0:44,2.86? S,79.73? W,3.8,Ecuador - Guayas,M,""a 6.01km de Balao,Guayas"",28-02-2018 5:44,08-03-2018 1:33"
"4.8,09-03-2018 22:09,3.22? S,83.12? W,20,Off Coast of Northern Peru,M,""a 264.43km de Salinas,Sta Elena"",10-03-2018 3:09,10-03-2018 5:11"
"5,11-03-2018 17:08,0.40? S,91.39? W,20.2,Ecuador - Galapagos,M,""a 125.37km de Pto Ayora,Galapagos"",11-03-2018 22:08,11-03-2018 22:26"
"3.7,12-03-2018 22:13,0.74? N,79.28? W,47.3,Ecuador - Esmeraldas,M,""a 48.34km de Esmeraldas,Esmeraldas"",13-03-2018 3:13,13-03-2018 20:17"
"3.3,14-03-2018 2:54,1.43? S,78.45? W,6.1,Ecuador - Tungurahua,M,""a 4.98km de Banos,Tungurahua"",14-03-2018 7:54,14-03-2018 11:40"
"4.5,14-03-2018 7:41,0.83? S,91.11? W,0.3,Ecuador - Galapagos,M,""a 89.40km de Pto Ayora,Galapagos"",14-03-2018 12:41,14-03-2018 13:12"
"3.7,14-03-2018 5:55,1.63? S,78.35? W,6.5,Ecuador - Morona Santiago,M,""a 27.67km de Banos,Tungurahua"",14-03-2018 10:55,20-03-2018 14:29"
"3.4,20-03-2018 17:44,0.81? S,91.13? W,1,Ecuador - Galapagos,M,""a 90.68km de Pto Ayora,Galapagos"",20-03-2018 22:44,21-03-2018 0:21"
"3.7,21-03-2018 3:34,2.48? S,79.91? W,36.3,Ecuador - Guayas,M,""a 34.52km de Guayaquil,Guayas"",21-03-2018 8:34,21-03-2018 8:43"
"3.9,21-03-2018 11:42,1.59? S,80.91? W,1.8,Near Coast of Ecuador,M,""a 12.51km de Puerto Lopez,Manabi"",21-03-2018 16:42,21-03-2018 16:49"
"3.5,21-03-2018 19:27,0.35? S,81.29? W,6,Off Coast of Ecuador,M,""a 94.16km de Manta,Manabi"",22-03-2018 0:27,22-03-2018 0:44"
"4.4,22-03-2018 7:17,4.83? S,76.91? W,2,Northern Peru,M,""a 233.50km de Yantzaza,Zamora Ch"",22-03-2018 12:17,22-03-2018 12:53"
"3.8,22-03-2018 9:02,2.48? S,79.59? W,38.2,Ecuador - Guayas,M,""a 21.68km de Naranjal,Guayas"",22-03-2018 14:02,22-03-2018 14:09"
"4.5,03-03-2018 14:09,2.92? S,79.81? W,9.9,Ecuador - Guayas,M,""a 11.72km de Balao,Guayas"",03-03-2018 19:09,22-03-2018 17:16"
"4.1,04-03-2018 15:10,0.40? N,80.53? W,9.5,Near Coast of Ecuador,M,""a 61.18km de Muisne,Esmeraldas"",04-03-2018 20:10,22-03-2018 17:57"
"3.7,21-03-2018 16:21,0.69? N,77.88? W,1.6,Ecuador - Carchi,M,""a 12.21km de San Gabriel,Carchi"",21-03-2018 21:21,22-03-2018 18:45"
"3.6,22-03-2018 4:26,0.73? N,77.64? W,5.1,Colombia-Ecuador Border,M,""a 12.43km de Tulcan,Carchi"",22-03-2018 9:26,22-03-2018 20:44"
"4,22-03-2018 19:24,0.92? S,91.11? W,10.2,Ecuador - Galapagos,M,""a 90.85km de Pto Ayora,Galapagos"",23-03-2018 0:24,23-03-2018 0:51"
"3.8,07-03-2018 21:45,1.56? S,77.79? W,7.5,Ecuador - Pastaza,M,""a 25.07km de Puyo,Pastaza"",08-03-2018 2:45,23-03-2018 14:45"
"4.3,24-03-2018 19:55,2.90? S,79.77? W,10,Ecuador - Guayas,M,""a 7.93km de Balao,Guayas"",25-03-2018 0:55,25-03-2018 1:03"
"3.4,25-03-2018 12:46,0.71? N,77.90? W,3.8,Ecuador - Carchi,M,""a 14.84km de San Gabriel,Carchi"",25-03-2018 17:46,25-03-2018 17:56"
"4,28-03-2018 7:55,1.47? S,81.04? W,4.9,Off Coast of Ecuador,M,""a 28.25km de Puerto Lopez,Manabi"",28-03-2018 12:55,28-03-2018 13:01"
"4.9,01-03-2018 11:14,0.55? S,80.79? W,6.7,Near Coast of Ecuador,M,""a 41.11km de Bahia de Caraquez,Manabi"",01-03-2018 16:14,28-03-2018 17:04"
"3.8,22-03-2018 4:02,1.80? S,79.26? W,63.8,Ecuador - Los Rios,A,""a 3.31km de Montalvo,Los Rios"",22-03-2018 9:02,28-03-2018 22:05"
"3.3,30-03-2018 19:25,0.90? S,91.11? W,7.7,Ecuador - Galapagos,M,""a 89.49km de Pto Ayora,Galapagos"",31-03-2018 0:25,31-03-2018 0:35"
"3.5,31-03-2018 5:00,0.27? S,79.10? W,4.2,Ecuador - Santo Domingo,M,""a 8.76km de Sto Domingo,Sto Dom Tsachilas"",31-03-2018 10:00,31-03-2018 22:48"
"4.2,02-04-2018 20:15,0.17? S,78.64? W,3.4,Ecuador - Pichincha,M,""a 18.75km de Quito,Pichincha"",03-04-2018 1:15,04-04-2018 17:14"
"3.5,04-04-2018 23:43,1.01? S,80.60? W,7,Ecuador - Manabi,M,""a 7.19km de Jaramijo,Manabi"",05-04-2018 4:43,05-04-2018 4:56"
"3.5,07-03-2018 15:42,0.25? N,79.11? W,13.6,Ecuador - Pichincha,M,""a 40.86km de Quininde,Esmeraldas"",07-03-2018 20:42,05-04-2018 15:20"
"3.8,08-03-2018 21:56,1.06? S,78.72? W,4.5,Ecuador - Cotopaxi,M,""a 12.15km de Pujili,Cotopaxi"",09-03-2018 2:56,05-04-2018 15:23"
"3.1,06-04-2018 7:44,0.84? S,91.13? W,4,Ecuador - Galapagos,M,""a 91.55km de Pto Ayora,Galapagos"",06-04-2018 12:44,06-04-2018 13:47"
